# BUSCO version is: 5.8.3 
# The lineage dataset is: embryophyta_odb12 (Creation date: 2025-07-01, number of genomes: 78, number of BUSCOs: 2026)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1064at3193	Missing
2466at3193	Complete	Chr18	7975355	7974148	-	406.1	210	https://www.orthodb.org/?query=2466at3193	TLDc domain-containing protein
4636at3193	Missing
10350at3193	Complete	Chr26	4146982	4148467	+	496.0	366	https://www.orthodb.org/?query=10350at3193	Pan domain-containing protein
15326at3193	Complete	Chr18	173628	165974	-	1023.0	490	https://www.orthodb.org/?query=15326at3193	Asparagine--trna ligase
17927at3193	Complete	Chr13	16948777	16953456	+	815.2	445	https://www.orthodb.org/?query=17927at3193	Pentatricopeptide repeat-containing protein
18578at3193	Missing
22478at3193	Fragmented	Chr06	14832393	14835169	+	238.9	187	https://www.orthodb.org/?query=22478at3193	Nuclear pore complex protein NUP43
24431at3193	Complete	Chr11	20933870	20939909	+	906.8	537	https://www.orthodb.org/?query=24431at3193	Outer envelope protein 61
25348at3193	Complete	Chr26	25040119	25036066	-	673.2	383	https://www.orthodb.org/?query=25348at3193	L-2-HYDROXYGLUTARATE DEHYDROGENASE MITOCHONDRIAL
26319at3193	Complete	Chr18	20518689	20525510	+	655.3	380	https://www.orthodb.org/?query=26319at3193	SSUH2-like protein
26425at3193	Complete	Chr13	9438292	9431045	-	483.3	288	https://www.orthodb.org/?query=26425at3193	UDP-3-O-acyl-N-acetylglucosamine deacetylase
29004at3193	Missing
29531at3193	Missing
29727at3193	Complete	Chr08	7739168	7704667	-	1044.4	498	https://www.orthodb.org/?query=29727at3193	conserved oligomeric golgi complex subunit 8
30885at3193	Missing
32353at3193	Complete	Chr11	14080190	14076794	-	595.5	299	https://www.orthodb.org/?query=32353at3193	F-actin-capping protein subunit
33065at3193	Complete	Chr13	21115205	21112335	-	552.6	300	https://www.orthodb.org/?query=33065at3193	clp protease adapter protein ClpF, chloroplastic
34178at3193	Complete	Chr28	16789395	16793070	+	534.1	306	https://www.orthodb.org/?query=34178at3193	MRNA cap guanine-N7 methyltransferase
34289at3193	Complete	Chr18	24201139	24163675	-	818.1	487	https://www.orthodb.org/?query=34289at3193	Kinesin
36662at3193	Complete	Chr19	6423821	6409581	-	1438.3	923	https://www.orthodb.org/?query=36662at3193	Guanine nucleotide-binding protein, beta
36748at3193	Complete	Chr04	9019920	9016292	-	595.9	327	https://www.orthodb.org/?query=36748at3193	transducin beta-like protein 2-like
39770at3193	Complete	Chr11	20818688	20829448	+	1493.3	909	https://www.orthodb.org/?query=39770at3193	Kinesin
40191at3193	Missing
40604at3193	Complete	Chr19	6321261	6325882	+	689.7	387	https://www.orthodb.org/?query=40604at3193	JmjC domain-containing protein
40647at3193	Complete	Chr22	14575906	14572565	-	500.3	285	https://www.orthodb.org/?query=40647at3193	atp synthase protein i
41656at3193	Complete	Chr01	1976922	1979363	+	146.3	95	https://www.orthodb.org/?query=41656at3193	RNA polymerase II transcriptional coactivator
42511at3193	Complete	Chr19	6043983	6044961	+	446.8	272	https://www.orthodb.org/?query=42511at3193	S-adenosyl-L-methionine-dependent methyltransferase
44148at3193	Complete	Chr10	9383290	9384889	+	783.8	479	https://www.orthodb.org/?query=44148at3193	U3 small nucleolar RNA-associated protein
44385at3193	Complete	Chr08	629154	624334	-	1483.9	689	https://www.orthodb.org/?query=44385at3193	1,4-alpha-glucan-branching enzyme
45995at3193	Missing
47129at3193	Complete	Chr18	15130276	15127602	-	653.0	372	https://www.orthodb.org/?query=47129at3193	Zinc finger hit domain-containing
47727at3193	Complete	Chr18	10194920	10197589	+	437.3	272	https://www.orthodb.org/?query=47727at3193	Myb family transcription factor
48098at3193	Complete	Chr13	21119459	21117836	-	213.0	120	https://www.orthodb.org/?query=48098at3193	Acetyl-CoA decarbonylase/synthase complex subunit alpha 1
52640at3193	Complete	Chr11	17083447	17080469	-	429.5	214	https://www.orthodb.org/?query=52640at3193	rhodanese-like domain-containing protein
53615at3193	Complete	Chr13	2415526	2411050	-	487.4	275	https://www.orthodb.org/?query=53615at3193	Tubby
54323at3193	Complete	Chr11	20086047	20094115	+	1399.9	801	https://www.orthodb.org/?query=54323at3193	DUF639 family protein
57017at3193	Complete	Chr10	1283052	1271963	-	198.2	139	https://www.orthodb.org/?query=57017at3193	KH domain-containing protein
57063at3193	Complete	Chr15	1979402	1983948	+	894.9	518	https://www.orthodb.org/?query=57063at3193	Pumilio
58104at3193	Missing
59814at3193	Complete	Chr11	15636677	15624761	-	1248.6	617	https://www.orthodb.org/?query=59814at3193	Gamma-tubulin complex component
61870at3193	Complete	Chr11	5464848	5475776	+	762.7	492	https://www.orthodb.org/?query=61870at3193	GTP diphosphokinase
61994at3193	Missing
62596at3193	Complete	Chr06	995178	991066	-	365.5	181	https://www.orthodb.org/?query=62596at3193	TRNA (cytidine(34)-2'-O)-methyltransferase
63225at3193	Complete	Chr15	4372284	4371852	-	243.2	151	https://www.orthodb.org/?query=63225at3193	FERREDOXIN
63409at3193	Complete	Chr08	5472129	5470001	-	237.7	142	https://www.orthodb.org/?query=63409at3193	uncharacterized protein LOC118036164 isoform X1
64148at3193	Complete	Chr10	7088187	7089369	+	592.9	322	https://www.orthodb.org/?query=64148at3193	pentatricopeptide repeat-containing protein
64381at3193	Complete	Chr11	15458066	15455147	-	672.2	386	https://www.orthodb.org/?query=64381at3193	DNA excision repair protein ERCC-1
64545at3193	Complete	Chr18	9938742	9950867	+	924.6	684	https://www.orthodb.org/?query=64545at3193	Dimerizations protein
64958at3193	Complete	Chr08	9207435	9238074	+	608.0	438	https://www.orthodb.org/?query=64958at3193	Zinc finger CCCH domain-containing protein
65375at3193	Complete	Chr10	6151748	6150468	-	173.9	119	https://www.orthodb.org/?query=65375at3193	Zinc finger HIT domain-containing protein 3
65668at3193	Complete	Chr28	13679602	13675557	-	1583.2	989	https://www.orthodb.org/?query=65668at3193	AP-5 complex subunit beta-1
66120at3193	Complete	Chr26	11733001	11762062	+	492.9	305	https://www.orthodb.org/?query=66120at3193	AP2-LIKE ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR
67447at3193	Complete	Chr08	14127764	14102168	-	656.6	419	https://www.orthodb.org/?query=67447at3193	Pentatricopeptide repeat-containing protein
70457at3193	Complete	Chr19	6352979	6355082	+	359.7	193	https://www.orthodb.org/?query=70457at3193	CRAL_TRIO domain-containing protein
70634at3193	Complete	Chr10	9746101	9744519	-	131.3	79	https://www.orthodb.org/?query=70634at3193	Leucine-rich repeat-containing N-terminal, plant-type
70679at3193	Complete	Chr15	1035734	1030861	-	900.7	549	https://www.orthodb.org/?query=70679at3193	Mediator of RNA polymerase II transcription subunit 8
70875at3193	Complete	Chr19	4890520	4885824	-	764.9	350	https://www.orthodb.org/?query=70875at3193	Kelch domain-containing protein
70938at3193	Complete	Chr13	20912303	20914267	+	996.6	612	https://www.orthodb.org/?query=70938at3193	pentatricopeptide repeat-containing protein
72622at3193	Complete	Chr06	18992823	18986569	-	892.8	735	https://www.orthodb.org/?query=72622at3193	nuclear pore complex protein
73343at3193	Complete	Chr24	4911082	4916797	+	1511.5	1128	https://www.orthodb.org/?query=73343at3193	dentin sialophosphoprotein-like
73712at3193	Complete	Chr08	7760196	7764163	+	751.7	433	https://www.orthodb.org/?query=73712at3193	peptidyl-prolyl cis-trans isomerase
75351at3193	Complete	Chr13	20819619	20813385	-	1022.9	628	https://www.orthodb.org/?query=75351at3193	Asparagine synthetase domain-containing protein
77018at3193	Missing
80624at3193	Complete	Chr18	5879245	5890036	+	326.4	163	https://www.orthodb.org/?query=80624at3193	Ribosomal protein
80691at3193	Complete	Chr06	23488341	23484195	-	766.5	402	https://www.orthodb.org/?query=80691at3193	AUGMIN subunit 4
82160at3193	Complete	Chr06	6318305	6313481	-	480.5	284	https://www.orthodb.org/?query=82160at3193	mitochondrial outer membrane import complex protein
85763at3193	Complete	Chr11	598263	595102	-	757.5	595	https://www.orthodb.org/?query=85763at3193	bromodomain-containing protein
88535at3193	Complete	Chr18	20967236	20963892	-	377.9	229	https://www.orthodb.org/?query=88535at3193	nusG
89162at3193	Complete	Chr08	8081984	8079662	-	302.3	179	https://www.orthodb.org/?query=89162at3193	uncharacterized protein LOC132184112 isoform X1
89299at3193	Missing
90405at3193	Complete	Chr08	1698936	1692061	-	987.4	698	https://www.orthodb.org/?query=90405at3193	Kinesin
91839at3193	Fragmented	Chr10	7507921	7507240	-	132.5	143	https://www.orthodb.org/?query=91839at3193	DnaJ subfamily C member 2
93216at3193	Complete	Chr04	8447297	8448989	+	189.1	161	https://www.orthodb.org/?query=93216at3193	coiled-coil domain-containing protein
93245at3193	Complete	Chr28	9865914	9864522	-	370.8	186	https://www.orthodb.org/?query=93245at3193	peptidyl-prolyl cis-trans isomerase
94451at3193	Complete	Chr11	5655208	5648733	-	675.4	434	https://www.orthodb.org/?query=94451at3193	ACTIN PROTEIN 2/3 COMPLEX SUBUNIT-LIKE PROTEIN
98540at3193	Complete	Chr10	17638523	17638169	-	147.2	104	https://www.orthodb.org/?query=98540at3193	probable basic-leucine zipper transcription factor P isoform X2
100242at3193	Complete	Chr04	11497046	11487733	-	278.7	148	https://www.orthodb.org/?query=100242at3193	DEAD-box ATP-dependent RNA helicase
100993at3193	Complete	Chr26	12882971	12882716	-	121.0	69	https://www.orthodb.org/?query=100993at3193	uncharacterized protein LOC110623473 isoform X1
101791at3193	Complete	Chr24	9804771	9801497	-	164.0	154	https://www.orthodb.org/?query=101791at3193	Ribosomal RNA-processing protein
104128at3193	Complete	Chr24	1948894	1944455	-	770.4	518	https://www.orthodb.org/?query=104128at3193	Tic 62 protein
104546at3193	Complete	Chr22	12840127	12842463	+	154.2	177	https://www.orthodb.org/?query=104546at3193	Protein ECERIFERUM 16
108041at3193	Missing
108863at3193	Missing
108886at3193	Complete	Chr15	22291857	22259488	-	481.3	302	https://www.orthodb.org/?query=108886at3193	protein ROOT PRIMORDIUM DEFECTIVE
109045at3193	Complete	Chr11	32096388	32072925	-	1298.0	768	https://www.orthodb.org/?query=109045at3193	tetratricopeptide repeat protein
110301at3193	Complete	Chr06	26228175	26233260	+	1171.6	964	https://www.orthodb.org/?query=110301at3193	formin-binding protein 4
114704at3193	Complete	Chr08	5571435	5575036	+	299.8	200	https://www.orthodb.org/?query=114704at3193	Dcl protein
142312at3193	Complete	Chr28	453853	452062	-	182.5	89	https://www.orthodb.org/?query=142312at3193	NADH dehydrogenase ubiquinone iron-sulfur protein 6
143631at3193	Complete	Chr28	1905190	1909019	+	1392.1	718	https://www.orthodb.org/?query=143631at3193	Dipeptidyl peptidase
146317at3193	Complete	Chr24	22541837	22545034	+	888.1	519	https://www.orthodb.org/?query=146317at3193	E3 ubiquitin-protein ligase
147136at3193	Missing
147154at3193	Complete	Chr19	7745269	7754994	+	239.1	129	https://www.orthodb.org/?query=147154at3193	uncharacterized protein At5g50100, mitochondrial
147155at3193	Complete	Chr06	22313677	22315711	+	316.9	187	https://www.orthodb.org/?query=147155at3193	Heat shock protein
