## 1.1.1
## assembly	: /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/primary_asm/HART060.fa
## coverage	 bam0 - /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/HART060/06_realign_hic_hifi/asm.hifi.bam
## taxonomy	 tax0 - /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/HART060/07_busco_yak_blob/blast.out
## nodesDB	: /90daydata/coffea_pangenome/puzzler_trials/blob_downloads/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
Chr01	23114161	0.3241	323	16.1923	Streptophyta	66947.0	0
Chr02	25657396	0.3212	169	15.8232	Streptophyta	63207.0	0
Chr03	24662197	0.3247	238	16.0411	Streptophyta	103017.0	0
Chr04	29534908	0.3194	100	15.823	Streptophyta	61812.0	0
Chr05	22652363	0.3233	192	16.175	Streptophyta	64190.0	0
Chr06	27972519	0.3225	246	18.0126	Streptophyta	83457.0	0
Chr07	34711870	0.3284	100	17.2289	Streptophyta	78821.0	0
Chr08	38441448	0.3181	630	16.0652	Streptophyta	78457.0	0
Chr09	27199827	0.3265	330	16.2423	Streptophyta	64455.0	0
Chr10	34798051	0.3236	200	16.6388	Streptophyta	70377.0	0
Chr11	31093701	0.3277	146	16.8297	Streptophyta	70034.0	0
Chr12	29267430	0.3255	407	16.533	Streptophyta	64016.0	0
Chr13	24795171	0.327	0	16.2648	Streptophyta	64003.0	0
Chr14	37865500	0.3133	446	12.8448	Streptophyta	68927.0	0
Chr15	23458631	0.3242	292	15.8595	Streptophyta	69053.0	0
Chr16	28452738	0.3256	100	15.204	Streptophyta	95119.0	0
Chr17	27874652	0.3231	561	15.8527	Streptophyta	62761.0	0
Chr18	26544417	0.3242	100	16.2163	Streptophyta	71276.0	0
Chr19	28107947	0.3239	123	16.0439	Streptophyta	184967.0	0
Chr20	34255169	0.3151	246	13.1655	Streptophyta	64142.0	0
Chr21	25375584	0.3296	215	16.1721	Streptophyta	141672.0	0
Chr22	27797342	0.326	100	16.787	Streptophyta	70928.0	0
Chr23	26943746	0.327	215	15.8226	Streptophyta	64290.0	0
Chr24	35603256	0.3215	223	14.9448	Streptophyta	68581.0	0
Chr25	23293271	0.3233	0	16.2756	Streptophyta	57068.0	0
Chr26	28613331	0.323	223	16.0411	Streptophyta	63045.0	0
Chr27	24726107	0.3275	0	16.5265	Streptophyta	63612.0	0
Chr28	28508945	0.3263	292	16.1127	Streptophyta	68719.0	0
scaffold_29	249774	0.4547	0	748.6205	Streptophyta	379307.0	0
scaffold_30	248353	0.5614	0	4.976	Streptophyta	2340.0	0
scaffold_31	156387	0.4528	0	693.8311	Streptophyta	462073.0	0
scaffold_32	142464	0.5554	0	52.82	Streptophyta	95204.0	0
scaffold_33	116298	0.5563	0	52.8154	Streptophyta	95129.0	0
scaffold_34	114522	0.5566	0	67.2033	Streptophyta	95102.0	0
scaffold_35	90360	0.5565	0	72.9863	Streptophyta	95062.0	0
scaffold_36	80600	0.3765	0	3.6434	Streptophyta	837254.0	0
scaffold_37	80573	0.557	0	44.3427	Streptophyta	95119.0	0
scaffold_38	74243	0.5573	0	39.7183	Streptophyta	95089.0	0
scaffold_39	71855	0.3865	0	508.2953	Streptophyta	888227.0	0
scaffold_40	71479	0.5573	0	25.848	Streptophyta	95137.0	0
scaffold_41	68633	0.3636	0	557.651	Streptophyta	707508.0	0
scaffold_42	67768	0.3635	0	899.8748	Streptophyta	1070216.0	0
scaffold_43	64984	0.3656	0	1804.3624	Streptophyta	1017434.0	0
scaffold_44	61758	0.3531	0	213.1806	Streptophyta	783964.0	0
scaffold_45	60332	0.5586	0	29.0013	Streptophyta	95073.0	0
scaffold_46	60310	0.4608	0	218.5018	Streptophyta	272151.0	0
scaffold_47	59942	0.5558	0	30.6188	Streptophyta	95119.0	0
scaffold_48	59623	0.3848	0	338.6093	Streptophyta	824617.0	0
scaffold_49	58286	0.5558	0	7.5573	Streptophyta	95073.0	0
scaffold_50	55902	0.5553	0	32.3939	Streptophyta	95055.0	0
scaffold_51	55245	0.5565	0	25.6918	Streptophyta	95073.0	0
scaffold_52	55001	0.3338	0	2331.6366	Streptophyta	764561.0	0
scaffold_53	54446	0.5567	0	19.5516	Streptophyta	95119.0	0
scaffold_54	52899	0.5561	0	24.5181	Streptophyta	95073.0	0
scaffold_55	51950	0.3648	0	1191.7734	Streptophyta	549538.0	0
scaffold_56	49543	0.3541	0	4.1985	Streptophyta	602874.0	0
scaffold_57	49533	0.5551	0	25.9372	Streptophyta	95062.0	0
scaffold_58	49107	0.5555	0	10.4649	Streptophyta	95062.0	0
scaffold_59	48633	0.5541	0	13.8376	Streptophyta	95073.0	0
scaffold_60	47290	0.5576	0	69.8591	Streptophyta	95068.0	0
scaffold_61	46234	0.5588	0	52.6648	Streptophyta	95073.0	0
scaffold_62	45714	0.3355	0	12.0446	Streptophyta	660012.0	0
scaffold_63	41789	0.5567	0	2.6352	Streptophyta	95073.0	0
scaffold_64	41191	0.5595	0	76.9354	Streptophyta	95073.0	0
scaffold_65	40565	0.5568	0	48.2611	Streptophyta	95119.0	0
scaffold_66	39430	0.554	0	14.2745	Streptophyta	95073.0	0
scaffold_67	38069	0.5574	0	8.9994	Streptophyta	95073.0	0
scaffold_68	37452	0.557	0	8.1676	Streptophyta	95062.0	0
scaffold_69	36144	0.5567	0	9.8173	Streptophyta	95119.0	0
scaffold_70	34413	0.5587	0	14.9333	Streptophyta	95073.0	0
scaffold_71	32246	0.555	0	6.0712	Streptophyta	95062.0	0
scaffold_72	30836	0.5574	0	4.7616	Streptophyta	95073.0	0
scaffold_73	30169	0.56	0	19.4674	Streptophyta	95073.0	0
scaffold_74	29823	0.5596	0	68.5163	Streptophyta	95062.0	0
scaffold_75	28179	0.5578	0	2.6053	Streptophyta	95020.0	0
scaffold_76	27347	0.5563	0	9.8433	Streptophyta	95073.0	0
scaffold_77	26639	0.3041	0	6.4304	Streptophyta	8558.0	0
scaffold_78	24901	0.5595	0	18.1808	Streptophyta	95073.0	0
scaffold_79	23121	0.5549	0	15.3469	Streptophyta	95073.0	0
scaffold_80	19490	0.5634	0	16.9504	Streptophyta	2322.0	0
scaffold_81	18139	0.3354	0	6.071	Streptophyta	41852.0	0
scaffold_82	15815	0.3476	0	0.0	Streptophyta	278813.0	0
scaffold_83	15697	0.5588	0	16.3693	Streptophyta	95062.0	0
scaffold_84	12307	0.3365	0	1.9884	Streptophyta	215098.0	0
scaffold_85	11657	0.3752	0	0.0	Streptophyta	203196.0	0
