## 1.1.1
## assembly	: /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/primary_asm/HART058.fa
## coverage	 bam0 - /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/HART058/06_realign_hic_hifi/asm.hifi.bam
## taxonomy	 tax0 - /project/coffea_pangenome/Artocarpus/Assemblies/20250101_JustinAssemblies/HART058/07_busco_yak_blob/blast.out
## nodesDB	: /90daydata/coffea_pangenome/puzzler_trials/blob_downloads/data/nodesDB.txt
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6	phylum.s.7	phylum.c.8
Chr01	24268855	0.338	92	65.7568	Streptophyta	107601.0	0
Chr02	25358119	0.339	69	66.0674	Streptophyta	109183.0	0
Chr03	25367081	0.3402	115	64.9249	Streptophyta	109378.0	0
Chr04	28288919	0.3404	92	67.1805	Streptophyta	109154.0	0
Chr05	25116022	0.3381	115	65.1561	Streptophyta	112115.0	0
Chr06	31461667	0.339	69	66.3598	Streptophyta	109547.0	0
Chr07	32380000	0.3397	345	66.5964	Streptophyta	109062.0	0
Chr08	39983078	0.3424	0	69.2895	Streptophyta	110309.0	0
Chr09	29285367	0.3422	207	65.8275	Streptophyta	107574.0	0
Chr10	38263068	0.3448	23	67.6922	Streptophyta	110734.0	0
Chr11	37226120	0.3429	146	66.8764	Streptophyta	110094.0	0
Chr12	29473556	0.3412	345	66.9412	Streptophyta	107894.0	0
Chr13	31258411	0.3423	46	66.8761	Streptophyta	110103.0	0
Chr14	23565819	0.346	115	65.4409	Streptophyta	107588.0	0
Chr15	27298329	0.338	138	65.9354	Streptophyta	110752.0	0
Chr16	29789809	0.353	192	65.5874	Streptophyta	110716.0	0
Chr17	31428817	0.3435	0	66.069	Streptophyta	107368.0	0
Chr18	27984931	0.3397	115	66.3609	Streptophyta	106533.0	0
Chr19	36165735	0.3461	23	65.7611	Streptophyta	110448.0	0
Chr20	27035661	0.3422	92	65.5576	Streptophyta	109968.0	0
Chr21	31428662	0.3455	69	65.8934	Streptophyta	110015.0	0
Chr22	31777021	0.3425	23	66.3943	Streptophyta	109997.0	0
Chr23	27983858	0.3395	276	65.1553	Streptophyta	108699.0	0
Chr24	30497457	0.3404	69	67.7798	Streptophyta	108499.0	0
Chr25	30656079	0.3435	69	66.4525	Streptophyta	108074.0	0
Chr26	34734999	0.3438	46	66.3956	Streptophyta	109196.0	0
Chr27	30593705	0.3435	92	66.1024	Streptophyta	109996.0	0
Chr28	39566316	0.3466	0	66.3512	Streptophyta	109385.0	0
scaffold_100	65332	0.448	0	301.6899	Streptophyta	211448.0	0
scaffold_101	64550	0.4467	0	36.6536	Streptophyta	128444.0	0
scaffold_102	64298	0.6855	0	1.5396	Actinomycetota	45752.0	0
scaffold_103	63970	0.4421	0	556.4919	Streptophyta	226521.0	0
scaffold_104	63947	0.5596	0	29.7233	Streptophyta	96766.0	0
scaffold_105	63659	0.4481	0	170.4379	Streptophyta	142256.0	0
scaffold_106	62242	0.4475	0	358.3382	Streptophyta	207930.0	0
scaffold_107	61702	0.4546	0	23.4244	Streptophyta	427418.0	0
scaffold_108	60951	0.4627	0	403.122	Streptophyta	180995.0	0
scaffold_109	60861	0.5593	0	41.4779	Streptophyta	96760.0	0
scaffold_110	60660	0.5583	0	39.8202	Streptophyta	96926.0	0
scaffold_111	60487	0.4131	0	1.473	Basidiomycota	2218.0	0
scaffold_112	60077	0.6866	0	1.483	Actinomycetota	78655.0	0
